url,title,initial_price,final_price,currency,product_id,breadcrumbs,condition,description,location,country_code,root_category,images,seller_description,color,brand,videos
"https://www.facebook.com/marketplace/item/2446948102163362","soft top beginner surfboards $60 to $150",60,60,"USD","2446948102163362","[{""breadcrumbs_name"":""Sporting Goods"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/sports""},{""breadcrumbs_name"":""Outdoor Recreation Equipment"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/outdoor-recreation-gear""}]","Used - Good","Lots to choose from 
Beginner Soft surf boards
They range from $60 to $150","Lomita, CA","us","Sporting Goods","[""https://scontent-scl2-1.xx.fbcdn.net/v/t45.5328-4/454121614_382509664554517_7178553828301382966_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=XH6rKqD7zxoQ7kNvgEjJGoG&_nc_ht=scontent-scl2-1.xx&_nc_gid=ADj1fSuU5J4YBNL5612VLvH&oh=00_AYDOATPReE1AleVJEX4xLqW6JrkDnV5rxE_H6L91W87pqg&oe=66F19713""]","Lots to choose from 
Beginner Soft surf boards
They range from $60 to $150","Blue","","null"
"https://www.facebook.com/marketplace/item/1566101050611424","Snow bibs child size 5",5,5,"USD","1566101050611424","[{""breadcrumbs_name"":""Sporting Goods"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/sports""},{""breadcrumbs_name"":""Outdoor Recreation Equipment"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/outdoor-recreation-gear""},{""breadcrumbs_name"":""Winter Sports Equipment"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/winter-sports-equipment""}]","Used - like new","Protection systems, black snow bib","Pasadena, MD","us","Sporting Goods","[""https://z-p3-scontent.fanf3-1.fna.fbcdn.net/v/t45.5328-4/457354272_8434347266589845_8028560056689931153_n.jpg?stp=dst-jpg_s960x960&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=eWvYA3cVcHAQ7kNvgF0eRlz&_nc_ht=z-p3-scontent.fanf3-1.fna&oh=00_AYDmnzS7AiR8rHKRcWuSW_XwZjfi7XT80ot6NUtzZK1T8A&oe=66F17B86""]","Protection systems, black snow bib","","","null"
"https://www.facebook.com/marketplace/item/528386432693839","Apple iPad Mini 6 256gb",579,579,"USD","528386432693839","[{""breadcrumbs_name"":""Electronics"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/electronics""},{""breadcrumbs_name"":""Computers"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/computers""},{""breadcrumbs_name"":""Tablets & eBooks"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/tablets-ebooks""},{""breadcrumbs_name"":""iPads"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/ipads""}]","Used - like new","This is a 6th Gen iPad Mini from 2021 WiFi model with 256GB in Space Gray. 

Comes with the charger and a 1-year warranty. We also offer 2-years of accidental coverage for an additional $99.

90-days of interest free payments available with Acima. No credit required, $70 down!

Text “62753” to 22462 to apply!

iTech is located on Indiantown road, right across the street for the Home Depot plaza. In the same plaza as Bolay and Blaze Pizza.","Jupiter, FL","us","Electronics","[""https://scontent.famm5-1.fna.fbcdn.net/v/t45.5328-4/328852153_6692621460769067_8150333235585307162_n.jpg?stp=dst-jpg_p960x960&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=cqMgO_Yo3PMQ7kNvgFXoLZ4&_nc_ht=scontent.famm5-1.fna&oh=00_AYB1VrYqjDElqLfPI3iLfu5A8zN6FIk_zx80koxFy3uYYQ&oe=66F192F8"",""https://scontent.famm5-1.fna.fbcdn.net/v/t45.5328-4/314817609_8639299942810876_6321041137158057179_n.jpg?stp=dst-jpg_p960x960&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=Bd7dXgNcm6AQ7kNvgHHa-wc&_nc_ht=scontent.famm5-1.fna&oh=00_AYDOHv3NhqyfIZC3vyPwRgZl0gl6aoSW-s4W8-BBHzz1Dg&oe=66F18677"",""https://scontent.famm5-1.fna.fbcdn.net/v/t45.5328-4/314817618_8968972403142876_6063110356286600883_n.jpg?stp=dst-jpg_p960x960&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=IPMU3bxEImsQ7kNvgG3nrav&_nc_ht=scontent.famm5-1.fna&oh=00_AYBA0EO0gU64gfDgJ-2_ctFpE3D21_EeTREQgnyVYIXZOw&oe=66F1A26A""]","This is a 6th Gen iPad Mini from 2021 WiFi model with 256GB in Space Gray. 

Comes with the charger and a 1-year warranty. We also offer 2-years of accidental coverage for an additional $99.

90-days of interest free payments available with Acima. No credit required, $70 down!

Text “62753” to 22462 to apply!

iTech is located on Indiantown road, right across the street for the Home Depot plaza. In the same plaza as Bolay and Blaze Pizza.","","Apple","null"
"https://www.facebook.com/marketplace/item/1623276491865790","Biscuit Joiner",73,73,"USD","1623276491865790","[{""breadcrumbs_name"":""Home Improvement Supplies"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/home-improvements""},{""breadcrumbs_name"":""Tools"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/tools""}]","Used - like new","used on one project and don’t need any more so it’s in fairly new condition.

Brand new at Home Depot 170","St Charles, IL","us","Home Improvement Supplies","[""https://scontent.ffcm1-2.fna.fbcdn.net/v/t45.5328-4/460163999_501100449454005_5802017977979956279_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=I8OyMzu7ibMQ7kNvgENOTNl&_nc_ht=scontent.ffcm1-2.fna&_nc_gid=Au6g-d25PyngFOYOVzafRJ9&oh=00_AYCKf5lfSZkaitKnK2xV0lvfPx1_p4Mn1tfERAXDjjrkyA&oe=66F19B66"",""https://scontent.ffcm1-1.fna.fbcdn.net/v/t45.5328-4/451710378_841915697552376_616077682318831765_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=6yUniXuKaJMQ7kNvgFCCJae&_nc_ht=scontent.ffcm1-1.fna&_nc_gid=Au6g-d25PyngFOYOVzafRJ9&oh=00_AYDuJuCD_Zw239ZeXitbxDoYcJP7mcjVfHKw0HxjgWfYBQ&oe=66F19E1E""]","used on one project and don’t need any more so it’s in fairly new condition.

Brand new at Home Depot 170","","","null"
"https://www.facebook.com/marketplace/item/737274360968181","X4 Grey Counter Height Bar Stools",550,500,"USD","737274360968181","[{""breadcrumbs_name"":""Home Goods"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/home""},{""breadcrumbs_name"":""Furniture"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/furniture""},{""breadcrumbs_name"":""Dining Room Furniture"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/dining-room-furniture""}]","New","Brand new from Home Depot, set of 2 were originally purchased for $548.
I have, and am selling 4 for $500
Dark Grey Low Back Counter Height Chair with Silver Chrome Base and Velvet Fabric (Set of 4)
BRAND NEW, still in the box. 

-Amy’s quality furniture","Fort Lauderdale, FL","us","Home Goods","[""https://scontent-msp1-1.xx.fbcdn.net/v/t45.5328-4/325985880_5615630198563332_1270817486865104035_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=aE1ftTKs9lgQ7kNvgF6VPRs&_nc_ht=scontent-msp1-1.xx&_nc_gid=ALXrArYfddDkbhIRDUrz7TK&oh=00_AYADh2FkxgN_1s41WAtD_Iesz8ufb3NBQ6QvqAHj3jw3Rw&oe=66F19F17"",""https://scontent-msp1-1.xx.fbcdn.net/v/t45.5328-4/326167423_6280175832067316_3857527340715469761_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=4fQSar9zPNIQ7kNvgEE4o6a&_nc_ht=scontent-msp1-1.xx&_nc_gid=ALXrArYfddDkbhIRDUrz7TK&oh=00_AYCp3wzvXCx548FCXVvJ2HfvsN1_yJbyOi1z1d2ujsP5bQ&oe=66F18A9C"",""https://scontent-msp1-1.xx.fbcdn.net/v/t45.5328-4/327171137_6738150586195920_4130644862519790521_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=9h6uZbSravAQ7kNvgHOqs5b&_nc_ht=scontent-msp1-1.xx&_nc_gid=ALXrArYfddDkbhIRDUrz7TK&oh=00_AYD5UHuLE8JeiS-uU-t5X-qJGmtp53mfoqKh5IUmJUO_4w&oe=66F1A527"",""https://scontent-msp1-1.xx.fbcdn.net/v/t45.5328-4/321388568_5762673013768704_3871664783377198668_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=NGRRiHpm8DsQ7kNvgGkt4rr&_nc_ht=scontent-msp1-1.xx&_nc_gid=ALXrArYfddDkbhIRDUrz7TK&oh=00_AYDwGr76PM2Uu0d9skPIvovPdfBPCOUSr4A0VziIDVK46g&oe=66F18F80""]","Brand new from Home Depot, set of 2 were originally purchased for $548.
I have, and am selling 4 for $500
Dark Grey Low Back Counter Height Chair with Silver Chrome Base and Velvet Fabric (Set of 4)
BRAND NEW, still in the box. 

-Amy’s quality furniture","Gray","","null"
"https://www.facebook.com/marketplace/item/27463963956523992","Dad’s Garden Outdoor Decoration",10,10,"USD","27463963956523992","[{""breadcrumbs_name"":""Garden & Outdoor"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/garden""}]","Used - Good","Dad’s Garden sign decor, meeting place is Home Depot on Randall in Elgin. Cash only.","Elgin, IL","us","Garden & Outdoor","[""https://scontent.fccp1-1.fna.fbcdn.net/v/t45.5328-4/442476887_427210516923918_3079361179526312440_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=UZqxaF_LqncQ7kNvgFFchOg&_nc_ht=scontent.fccp1-1.fna&oh=00_AYBhTBAsL4nu4pBXlwRi831lp4yHhQ7x8upVXXfKfWMruA&oe=66F1A23D"",""https://scontent.fccp1-1.fna.fbcdn.net/v/t45.5328-4/442579106_930661162130305_6390357498188973150_n.jpg?stp=dst-jpg_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=zbsvvQgzM28Q7kNvgH4OOVz&_nc_ht=scontent.fccp1-1.fna&oh=00_AYArsBunQpsW-AhWIR0IObjztU6aMcvIsqcK4fc6ONhykA&oe=66F18206"",""https://scontent.fccp1-1.fna.fbcdn.net/v/t45.5328-4/439867322_813315723640303_7588377843535817803_n.jpg?stp=dst-jpg_s960x960&_nc_cat=100&ccb=1-7&_nc_sid=247b10&_nc_ohc=ANwrTPACskwQ7kNvgG7uLP9&_nc_ht=scontent.fccp1-1.fna&oh=00_AYCv0KvjWM8h5ZfSpqe489aPCTUCzIRb1rk39OJXEKWX9w&oe=66F1A03E""]","Dad’s Garden sign decor, meeting place is Home Depot on Randall in Elgin. Cash only.","Brown","","null"
"https://www.facebook.com/marketplace/item/490776830370807","Sale! Blankets, bed sheets, throws, pillows, bedding from Costco!",5,5,"USD","490776830370807","[{""breadcrumbs_name"":""Home Goods"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/home""},{""breadcrumbs_name"":""Bedding"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/bedding""}]","New","It’s a big warehouse with great selection of appliances, furniture, flooring, lighting, plumbing, home decor and more. Everything from Home Depot and Costco with up to 70% off
Delivery is available 
We finance NO CREDIT NEEDED","Los Angeles, CA","us","Home Goods","[""https://scontent-sjc3-1.xx.fbcdn.net/v/t45.5328-4/453945620_26074199828890253_4223429046782707798_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=yOOfp2amVkEQ7kNvgHT0MyD&_nc_ht=scontent-sjc3-1.xx&_nc_gid=AIt-H4Gk9F7zGaJ_BlEe_Xu&oh=00_AYATAIc1i-9P_g_M9Mihzb2FthuDqSl-peX-0GLQ9sSZPQ&oe=66F19551"",""https://scontent-sjc3-1.xx.fbcdn.net/v/t45.5328-4/454155409_509830244930620_2508209787644356525_n.jpg?stp=dst-jpg_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=wZgU8C70QHYQ7kNvgF3w3Va&_nc_ht=scontent-sjc3-1.xx&_nc_gid=AIt-H4Gk9F7zGaJ_BlEe_Xu&oh=00_AYCQwzgtdIZmW6-z6F8mcPDvt1FbgDSCi3NZ_lb61ancvw&oe=66F189B8"",""https://scontent-sjc3-1.xx.fbcdn.net/v/t45.5328-4/453833455_1655182511945433_4026531712979761337_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=qb92m1RVxyYQ7kNvgGpADHG&_nc_ht=scontent-sjc3-1.xx&_nc_gid=AIt-H4Gk9F7zGaJ_BlEe_Xu&oh=00_AYCbWfMFeB8Nqa_8inXSq97Zz97Im6GHAVFXjHBZ8XDkjg&oe=66F1AA36"",""https://scontent-sjc3-1.xx.fbcdn.net/v/t45.5328-4/454151544_511744618053117_1966289442590162369_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=xMdLrp0-EaoQ7kNvgHvBguK&_nc_ht=scontent-sjc3-1.xx&_nc_gid=AIt-H4Gk9F7zGaJ_BlEe_Xu&oh=00_AYAAFryJh_fUYc3j1FaMSuwd8zBHRdshoPmNNekIqHockw&oe=66F18804"",""https://scontent-sjc3-1.xx.fbcdn.net/v/t45.5328-4/453995529_1032904768505286_1058868175515365973_n.jpg?stp=dst-jpg_s960x960&_nc_cat=107&ccb=1-7&_nc_sid=247b10&_nc_ohc=Ozi0LzGPFXYQ7kNvgF5q_Pq&_nc_ht=scontent-sjc3-1.xx&_nc_gid=AIt-H4Gk9F7zGaJ_BlEe_Xu&oh=00_AYCauqR9mhB-NM9hHPw9aZ6rRwCfMIkh6U86MJNBYD6gcw&oe=66F196EC"",""https://scontent-sjc3-1.xx.fbcdn.net/v/t45.5328-4/453959518_385073620926049_7819446910355732807_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=gOwVZ9GJe2cQ7kNvgF8mi5E&_nc_ht=scontent-sjc3-1.xx&_nc_gid=AIt-H4Gk9F7zGaJ_BlEe_Xu&oh=00_AYDo3e6GFWnyrmPRliqdQmfxP7Cv48rNIhme_gHFvKQJgw&oe=66F187A2""]","It’s a big warehouse with great selection of appliances, furniture, flooring, lighting, plumbing, home decor and more. Everything from Home Depot and Costco with up to 70% off
Delivery is available 
We finance NO CREDIT NEEDED","","","null"
"https://www.facebook.com/marketplace/item/488389693993544","Le Creuset signature soup pot",350,350,"USD","488389693993544","null","New","New in box Le cruset soup pot. Received as a gift but I already have the same model. Selling as I do not need this pot 
Dimensions 32cm 12 2/3 in 
Capacity 7.0L 7 1/2 US QT","Elk Grove Village, IL","us","","[""https://scontent-scl2-1.xx.fbcdn.net/v/t45.5328-4/458200041_1637496610146941_84274310412652941_n.jpg?stp=dst-jpg_s960x960&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=eTF0AW70oCsQ7kNvgFUjbfu&_nc_ht=scontent-scl2-1.xx&_nc_gid=AaTDObbJJTrjNpwD-DAFPjW&oh=00_AYAh2rQvF4fcfGBpkMoPZlUMZxjzgpBZ9CkGN-wY046_SQ&oe=66F1881F"",""https://scontent-scl2-1.xx.fbcdn.net/v/t45.5328-4/428850431_7722830541113304_105580698234545644_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=z3Dho7RXmKoQ7kNvgERMboG&_nc_ht=scontent-scl2-1.xx&_nc_gid=AaTDObbJJTrjNpwD-DAFPjW&oh=00_AYBzkrjHHNo9FwKN9z55gkBtW5eGBs9UeAE9kQI9NCsrbw&oe=66F18DFD"",""https://scontent-scl2-1.xx.fbcdn.net/v/t45.5328-4/430285065_7226338180767327_8498273581736232858_n.jpg?stp=dst-jpg_s960x960&_nc_cat=107&ccb=1-7&_nc_sid=247b10&_nc_ohc=z2yNIQ9MWEUQ7kNvgHgvjbF&_nc_ht=scontent-scl2-1.xx&_nc_gid=AaTDObbJJTrjNpwD-DAFPjW&oh=00_AYDe_K8toqq3-f_V6GYw814Zgb2Ck82gI5yyUsqFPhB2Uw&oe=66F19D21"",""https://scontent-scl2-1.xx.fbcdn.net/v/t45.5328-4/430139711_25260940913504439_7668955257487809918_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=9ffxy5ftuPYQ7kNvgGmpp3v&_nc_ht=scontent-scl2-1.xx&_nc_gid=AaTDObbJJTrjNpwD-DAFPjW&oh=00_AYBWD6orIpPAqWKcr27z-cfx90hrKf7tDW1IWgVu1q7iTQ&oe=66F18759""]","New in box Le cruset soup pot. Received as a gift but I already have the same model. Selling as I do not need this pot 
Dimensions 32cm 12 2/3 in 
Capacity 7.0L 7 1/2 US QT","Green","Le Cruset","null"
"https://www.facebook.com/marketplace/item/495618289932692","275 Gallon Water Tank / Tote",100,100,"USD","495618289932692","[{""breadcrumbs_name"":""Garden & Outdoor"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/garden""}]","Used - like new","**SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***

Delivery available upon request for an extra charge.

Price reduced for rapid sale...3O5-896-7656

Pickups: Tanks will only fit into Cargo vans, Trailers, Pickups without toppers.

These tanks need to be rinsed...just water and drain.

Food Grade Tank $100

Non Food Grade on metal skid with soap products $90
Non Food Grade only plastic tank $50 (Limited Quantities)
275 gallon tote - Cage Only $30
55 Gallon Drum $20

Water hose adapter sold seperately @ $20.00

275 Gallon Plastic tank with galvanized frame and skid. There is no wood in the skid. It is all metal. There is a 6 inch opening on the top for filling and a valve at the bottom for draining. This tank was used one time to store Malt. It will need to be rinsed out.

The valve on the bottom has standard 1 1/2"" male threads. You can go to Home Depot and purchase PVC fitting to reduce it down to whatever size you need.

The tank is about 3' 9"" tall and base is 3'11"" by 3' 4"" wide.

These tanks have many uses. Power wash tanks. Watering livestock. Watering remote trees and plants. Mixing bio-diesel. Hauling water to remote hunting camps. Lots of uses. They wash out easy at your local power car wash. The fitting at the bottom is standard 1 1/2"" inch threads which you can buy fittings for at your building store or hardware.

I can get as many as you need. Just call me or send me an e-mail.

[hidden information]
Moises","Hialeah, FL","us","Garden & Outdoor","[""https://scontent.fqsf1-2.fna.fbcdn.net/v/t45.5328-4/459022671_531435889411786_5123635097532396007_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=OZlYC4B-R7kQ7kNvgHhhwUe&_nc_ht=scontent.fqsf1-2.fna&_nc_gid=AfMzYSzxkXfBDnmPso-ANFl&oh=00_AYDgpZwssh8xt3gOHhFlAg124fyDu_eHsxB_ojSN--8YWQ&oe=66F19C99""]","**SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***SALE***

Delivery available upon request for an extra charge.

Price reduced for rapid sale...3O5-896-7656

Pickups: Tanks will only fit into Cargo vans, Trailers, Pickups without toppers.

These tanks need to be rinsed...just water and drain.

Food Grade Tank $100

Non Food Grade on metal skid with soap products $90
Non Food Grade only plastic tank $50 (Limited Quantities)
275 gallon tote - Cage Only $30
55 Gallon Drum $20

Water hose adapter sold seperately @ $20.00

275 Gallon Plastic tank with galvanized frame and skid. There is no wood in the skid. It is all metal. There is a 6 inch opening on the top for filling and a valve at the bottom for draining. This tank was used one time to store Malt. It will need to be rinsed out.

The valve on the bottom has standard 1 1/2"" male threads. You can go to Home Depot and purchase PVC fitting to reduce it down to whatever size you need.

The tank is about 3' 9"" tall and base is 3'11"" by 3' 4"" wide.

These tanks have many uses. Power wash tanks. Watering livestock. Watering remote trees and plants. Mixing bio-diesel. Hauling water to remote hunting camps. Lots of uses. They wash out easy at your local power car wash. The fitting at the bottom is standard 1 1/2"" inch threads which you can buy fittings for at your building store or hardware.

I can get as many as you need. Just call me or send me an e-mail.

[hidden information]
Moises","gray","","null"
"https://www.facebook.com/marketplace/item/1035976720988111","Peloton bike clip in Riding shoes size 13",50,50,"USD","1035976720988111","[{""breadcrumbs_name"":""Sporting Goods"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/sports""},{""breadcrumbs_name"":""Outdoor Recreation Equipment"",""breadcrumbs_url"":""https://www.facebook.com/marketplace/category/outdoor-recreation-gear""}]","New","These shoes are brand new never worn.
They are for the peloton stationary bike and work with any riding bike that work with clip in shoes.
They are size 13 (Euro 48) and come in the original box.
Make me an offer. ","Miami, FL","us","Sporting Goods","[""https://scontent-ord5-1.xx.fbcdn.net/v/t45.5328-4/458077412_7602737409826783_320136051881762085_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=GZ49J-e1PsYQ7kNvgG3fpkx&_nc_ht=scontent-ord5-1.xx&_nc_gid=AHzgB6Ao2KfuH8W0VyKEiwo&oh=00_AYA_48JG7oyBPwFsTSRc8fTSiCfASJdL6HQoa6qUZL3iIg&oe=66F1A27D"",""https://scontent-ord5-1.xx.fbcdn.net/v/t45.5328-4/456975597_1067981185034353_7792086321999191552_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=JXacNqnLX2QQ7kNvgEt9IWB&_nc_ht=scontent-ord5-1.xx&_nc_gid=AHzgB6Ao2KfuH8W0VyKEiwo&oh=00_AYDIZog4n6SiXfmR-wcgTywhowcF6O8rrxlwvPgnIs0ZNA&oe=66F1A106"",""https://scontent-ord5-1.xx.fbcdn.net/v/t45.5328-4/458312771_1156965405600894_3159871050851709703_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=6RCN-3ij42QQ7kNvgGxcBio&_nc_ht=scontent-ord5-1.xx&_nc_gid=AHzgB6Ao2KfuH8W0VyKEiwo&oh=00_AYBGyO89DajtDT-r8EZ1ofTeTO1ZXMktWBrZnhBkUWlsNg&oe=66F1A4DD"",""https://scontent-ord5-2.xx.fbcdn.net/v/t45.5328-4/457865753_860315575765200_4878784151873325277_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=0VoRFPCr_qsQ7kNvgGrHYiA&_nc_ht=scontent-ord5-2.xx&_nc_gid=AHzgB6Ao2KfuH8W0VyKEiwo&oh=00_AYCUWSG4A3-0TEnxqoafRHl_BWkkvCZwwdsfA1lQXuS6nQ&oe=66F177DF"",""https://scontent-ord5-1.xx.fbcdn.net/v/t45.5328-4/458369689_1014118090466254_5091143868875792661_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=-R672AewXnMQ7kNvgFxU0aO&_nc_ht=scontent-ord5-1.xx&_nc_gid=AHzgB6Ao2KfuH8W0VyKEiwo&oh=00_AYAz5pPJvV2-bgp3wSgb6wnWBce8cIkpViRDwJUWwN20nA&oe=66F19BAD""]","These shoes are brand new never worn.
They are for the peloton stationary bike and work with any riding bike that work with clip in shoes.
They are size 13 (Euro 48) and come in the original box.
Make me an offer. ","","","null"
